name_with_owner,stargazers,created_at,releases_count,n_classes,cbo_mean,dit_mean,lcom_mean,loc,comment_lines
graphhopper/graphhopper,6400,2012-02-18T19:57:38Z,46,1393,6.869346733668341,1.262024407753051,31.72002871500359,103318.0,
graphql-java/graphql-java,6236,2015-07-06T06:52:20Z,101,1361,8.162380602498164,1.3482733284349744,36.373254959588536,73132.0,
greenrobot/EventBus,24742,2012-07-16T16:55:40Z,7,183,3.4262295081967213,1.8360655737704918,9.05464480874317,5269.0,
greenrobot/greenDAO,12616,2011-10-22T16:15:14Z,8,364,5.019230769230769,2.1016483516483517,47.4532967032967,18545.0,
grobidOrg/grobid,4770,2012-09-13T15:48:54Z,23,570,5.21578947368421,1.2456140350877194,139.37543859649122,64783.0,
grpc-ecosystem/grpc-spring,3706,2016-12-30T09:06:15Z,34,418,6.605263157894737,1.4784688995215312,5.368421052631579,10752.0,
grpc/grpc-java,11998,2014-12-08T19:00:00Z,189,5612,5.710263720598717,1.4073414112615823,14.208125445473984,264452.0,
gsantner/markor,5388,2017-08-26T00:08:35Z,81,344,6.854651162790698,1.4767441860465116,129.50872093023256,30245.0,
guardianproject/haven,6793,2017-03-01T03:20:03Z,37,79,6.822784810126582,1.3924050632911393,11.772151898734178,4561.0,
gunnarmorling/1brc,7996,2023-12-28T09:13:24Z,0,600,3.2983333333333333,1.09,7.58,53431.0,
guolindev/LitePal,8079,2013-02-20T03:20:07Z,0,201,5.009950248756219,1.6517412935323383,49.44776119402985,11830.0,
gyf-dev/ImmersionBar,11465,2017-04-19T05:10:09Z,0,142,6.352112676056338,2.1056338028169015,159.25352112676057,7237.0,
gyoogle/tech-interview-for-developer,17260,2019-06-09T04:42:57Z,0,13,1.3076923076923077,1.0,0.9230769230769231,609.0,
gzu-liyujiang/AndroidPicker,6776,2015-10-21T14:21:16Z,58,239,5.435146443514644,1.6443514644351465,51.71548117154812,13541.0,
h2database/h2database,4617,2015-04-10T19:09:09Z,24,1675,6.178507462686567,2.0525373134328357,176.99462686567165,231740.0,
h2pl/JavaTutorial,7124,2018-05-01T15:57:21Z,1,3,0.3333333333333333,1.0,0.3333333333333333,14.0,
h6ah4i/android-advancedrecyclerview,5339,2015-01-24T16:14:39Z,1,395,6.60506329113924,2.4075949367088607,32.02278481012658,20692.0,
hackware1993/MagicIndicator,9810,2016-06-26T08:20:43Z,12,103,5.0,1.3398058252427185,26.941747572815533,4533.0,
halo-dev/halo,38209,2018-03-21T12:56:52Z,254,1600,7.710625,1.256875,7.650625,56037.0,
hanks-zyh/HTextView,5652,2015-12-19T16:34:59Z,0,91,4.197802197802198,1.5604395604395604,3.4835164835164836,3076.0,
hansonwang99/Spring-Boot-In-Action,4691,2019-01-28T12:56:51Z,0,134,3.8656716417910446,1.1194029850746268,6.007462686567164,2714.0,
happydog-intj/CircleProgress,3813,2014-10-30T16:14:42Z,0,25,5.76,1.68,85.76,1451.0,
happydog-intj/JsBridge,9930,2015-02-26T12:10:58Z,0,32,3.5,1.15625,17.09375,1160.0,
hazelcast/hazelcast,6610,2012-03-21T12:25:18Z,201,16975,7.934374079528719,1.784860088365243,44.93849779086892,1133733.0,
hdodenhof/CircleImageView,14538,2014-01-17T16:44:46Z,0,3,11.0,2.3333333333333335,178.66666666666666,360.0,
heibaiying/BigData-Notes,16889,2019-03-10T01:40:01Z,0,77,5.714285714285714,1.2207792207792207,0.8181818181818182,2124.0,
helidon-io/helidon,3772,2018-08-27T11:03:52Z,139,7081,5.462787741844372,1.3839853128089252,34.06030221720096,317769.0,
hibernate/hibernate-orm,6469,2010-10-04T16:15:52Z,173,26455,6.934114534114534,1.3411453411453411,75.01969381969381,1101783.0,
hmkcode/Android,3607,2013-09-02T16:12:28Z,0,56,4.803571428571429,1.6607142857142858,2.142857142857143,1410.0,
hneemann/Digital,5589,2016-06-28T17:40:16Z,35,1817,5.049532195927353,1.6719867914144193,13.246009906439186,76080.0,
hongyangAndroid/AndroidAutoLayout,6687,2015-11-19T02:09:11Z,0,78,5.833333333333333,2.0,8.807692307692308,2370.0,
hongyangAndroid/FlowLayout,5586,2015-08-28T09:32:31Z,0,34,4.323529411764706,1.411764705882353,5.0,810.0,
hongyangAndroid/baseAdapter,4730,2015-08-03T02:55:51Z,0,50,4.88,1.32,18.28,1563.0,
hongyangAndroid/okhttputils,6855,2015-08-17T14:53:29Z,0,70,3.7285714285714286,1.457142857142857,6.2,1961.0,
houbb/sensitive-word,5772,2020-01-07T03:10:44Z,2,228,3.0526315789473686,1.1710526315789473,20.86842105263158,4321.0,
hs-web/hsweb-framework,8404,2016-01-18T03:51:39Z,32,858,6.206293706293707,1.3391608391608392,11.529137529137529,26153.0,
huanghaibin-dev/CalendarView,9373,2017-03-11T07:16:09Z,1,176,6.568181818181818,2.159090909090909,53.18181818181818,11557.0,
huangyanbin/smartTable,5228,2017-11-08T01:11:14Z,44,364,5.126373626373627,1.1895604395604396,25.928571428571427,14165.0,
huburt-Hu/NewbieGuide,3645,2017-07-28T06:54:05Z,20,78,4.3076923076923075,1.1794871794871795,10.435897435897436,1896.0,
hugeterry/CoordinatorTabLayout,4179,2017-01-27T13:40:28Z,0,17,5.294117647058823,1.411764705882353,9.411764705882353,473.0,
hussien89aa/AndroidTutorialForBeginners,4590,2016-09-26T16:36:28Z,0,129,4.565891472868217,1.496124031007752,2.8217054263565893,4005.0,
hustcc/JS-Sorting-Algorithm,5195,2017-01-19T11:36:21Z,0,12,3.5833333333333335,1.0,2.8333333333333335,389.0,
iBotPeaches/Apktool,24218,2012-03-19T17:46:53Z,28,167,5.868263473053892,1.778443113772455,53.958083832335326,13474.0,
iflytek/astron-agent,11078,2025-09-19T08:46:01Z,13,1466,6.15825375170532,1.0641200545702592,24.559345156889496,73571.0,
iflytek/astron-rpa,7541,2025-09-20T08:51:40Z,5,976,5.600409836065574,1.1383196721311475,38.19569672131148,39850.0,
ikarus23/MifareClassicTool,5892,2013-02-12T15:39:03Z,10,33,11.121212121212121,2.272727272727273,110.0,6934.0,
ikew0ng/SwipeBackLayout,6103,2013-08-25T03:36:12Z,0,18,5.222222222222222,1.3888888888888888,61.333333333333336,1635.0,
iluwatar/java-design-patterns,93867,2014-08-09T16:45:18Z,0,1990,3.364321608040201,1.1959798994974875,1.8276381909547739,37970.0,
immutables/immutables,3552,2013-07-07T13:48:23Z,21,2787,4.660566917832795,1.2877646214567635,30.71941155364191,72307.0,
infinilabs/analysis-ik,17438,2011-12-16T09:01:45Z,1,41,4.926829268292683,1.3414634146341464,20.658536585365855,2980.0,
iterate-ch/cyberduck,4373,2017-01-20T14:16:34Z,0,7590,6.37905138339921,1.358102766798419,65.55204216073781,302844.0,
ittianyu/BottomNavigationViewEx,3475,2016-11-12T08:39:38Z,19,29,4.896551724137931,1.5862068965517242,50.13793103448276,1371.0,
ityouknow/spring-boot-examples,30624,2016-11-05T05:32:33Z,0,303,4.666666666666667,1.0264026402640265,4.584158415841584,4171.0,
ityouknow/spring-cloud-examples,6213,2017-04-28T08:48:53Z,0,60,3.9,1.0166666666666666,0.4666666666666667,385.0,
j-easy/easy-rules,5238,2013-03-10T14:38:26Z,10,162,5.092592592592593,1.3148148148148149,7.62962962962963,4857.0,
jMonkeyEngine/jmonkeyengine,4177,2014-03-20T22:29:28Z,82,2509,7.651654045436429,1.4364288561179752,68.69071343164607,195852.0,
jOOQ/jOOQ,6694,2011-04-17T10:43:33Z,122,3372,9.75355871886121,1.7176749703440095,1679.7283511269277,228085.0,
jacoco/jacoco,4527,2012-07-08T21:45:13Z,50,962,4.142411642411642,1.4303534303534304,12.415800415800415,37495.0,
jagrosh/MusicBot,5732,2016-08-14T18:46:29Z,38,93,6.741935483870968,2.5053763440860215,10.591397849462366,4097.0,
janishar/android-mvp-architecture,4431,2017-01-27T08:39:06Z,0,146,5.815068493150685,1.3835616438356164,14.10958904109589,4049.0,
janishar/mit-deep-learning-book-pdf,13994,2017-04-07T10:46:50Z,3,1,0.0,1.0,0.0,2.0,
jankotek/mapdb,5041,2012-08-17T15:28:54Z,0,263,3.2395437262357416,2.0228136882129277,81.84790874524715,20198.0,
java-decompiler/jd-gui,15063,2015-03-25T05:28:41Z,18,407,4.538083538083538,2.4176904176904177,11.115479115479115,19309.0,
java-native-access/jna,8914,2011-04-29T13:30:29Z,0,2384,4.864093959731544,2.534815436241611,44.586409395973156,107353.0,
javagrowing/JGrowing,4548,2019-02-26T01:55:08Z,0,19,1.5263157894736843,1.0,1.9473684210526316,329.0,
javaparser/javaparser,6072,2011-10-30T14:03:44Z,57,2051,9.647489029741589,1.9644076060458313,303.7128230131643,148699.0,
javastacks/spring-boot-best-practice,5045,2018-11-09T06:23:18Z,1,195,5.0,1.0923076923076922,3.2615384615384615,2396.0,
jbloch/effective-java-3e-source-code,4014,2018-08-03T20:48:35Z,0,202,1.1287128712871286,1.188118811881188,1.3267326732673268,3018.0,
jboss-javassist/javassist,4227,2013-05-24T08:31:32Z,24,1110,3.400900900900901,1.553153153153153,43.90810810810811,83226.0,
jd-opensource/joyagent-jdgenie,11610,2025-07-16T02:59:53Z,1,252,4.98015873015873,1.119047619047619,4.734126984126984,9182.0,
jdamcd/android-crop,4530,2014-03-13T10:24:43Z,6,31,4.290322580645161,1.3870967741935485,26.483870967741936,1676.0,
jeasonlzy/ImagePicker,4309,2016-01-27T17:05:03Z,5,76,5.828947368421052,1.486842105263158,23.07894736842105,3685.0,
jeasonlzy/okhttp-OkGo,10588,2016-01-15T10:35:24Z,14,361,5.659279778393352,1.6232686980609419,19.445983379501385,13418.0,
jeecgboot/JeecgBoot,45773,2018-11-26T10:40:00Z,70,911,7.261251372118551,1.1767288693743139,55.87047200878156,55117.0,
jeecgboot/jimureport,7904,2019-12-05T12:25:59Z,33,12,6.166666666666667,1.0,2.5,350.0,
jeequan/jeepay,6019,2017-08-12T02:40:32Z,0,550,8.84909090909091,1.950909090909091,4.290909090909091,17168.0,
jenkinsci/jenkins,25180,2010-11-22T21:21:23Z,486,4122,6.277292576419214,1.9340126152353228,46.5201358563804,186783.0,
jetlinks/jetlinks-community,6434,2020-01-02T07:27:34Z,21,1857,8.771136241249327,1.2746365105008077,11.849757673667206,61140.0,
jetty/jetty.project,4070,2011-07-14T01:11:57Z,146,15184,5.557824025289778,1.6211143308746048,25.50349051633298,731152.0,
jfeinstein10/SlidingMenu,11023,2012-06-30T05:14:23Z,0,74,5.081081081081081,1.945945945945946,47.445945945945944,3085.0,
jgilfelt/SystemBarTint,5332,2013-11-17T12:35:05Z,3,9,8.0,1.7777777777777777,22.555555555555557,807.0,
jgilfelt/chuck,4687,2017-02-07T23:51:39Z,5,42,5.904761904761905,1.380952380952381,55.73809523809524,1698.0,
jhy/jsoup,11359,2009-12-19T01:29:58Z,21,439,6.120728929384966,1.765375854214123,229.35535307517085,39527.0,
jindrapetrik/jpexs-decompiler,5525,2014-05-10T17:20:56Z,181,4218,5.965149359886202,1.937411095305832,60.9850640113798,369285.0,
jishenghua/jshERP,4207,2016-09-20T04:51:39Z,6,371,5.981132075471698,1.3288409703504043,1642.2237196765498,72270.0,
jitsi/jitsi,4320,2013-04-24T17:37:20Z,7,3215,5.331881804043546,1.9004665629860031,39.423328149300154,196299.0,
joelittlejohn/jsonschema2pojo,6372,2013-06-22T22:28:53Z,67,267,6.6367041198501875,1.1610486891385767,46.53932584269663,13773.0,
johncarl81/parceler,3538,2013-07-03T02:53:01Z,0,440,4.702272727272727,1.35,16.588636363636365,10156.0,
journeyapps/zxing-android-embedded,5935,2012-11-28T16:36:39Z,9,96,5.4375,1.3645833333333333,21.916666666666668,5169.0,
jpush/aurora-imui,5708,2016-12-13T05:24:01Z,42,342,4.807017543859649,1.5292397660818713,50.26900584795322,17789.0,
json-path/JsonPath,9400,2011-01-24T13:19:19Z,12,384,4.59375,1.4765625,29.390625,17152.0,
jtablesaw/tablesaw,3746,2016-01-01T14:58:28Z,84,766,6.056135770234987,1.283289817232376,108.38903394255874,48475.0,
junit-team/junit-framework,6994,2015-01-11T19:06:10Z,107,3588,4.678372352285396,1.3018394648829432,35.71042363433668,103413.0,
junit-team/junit4,8550,2009-01-13T03:41:26Z,13,1471,3.740992522093814,1.4541128484024473,12.961250849762067,32946.0,
junixapp/XPopup,8024,2018-12-07T06:16:48Z,221,305,4.704918032786885,1.5770491803278688,22.901639344262296,12348.0,
justauth/JustAuth,17424,2019-01-31T09:42:20Z,46,198,5.51010101010101,1.3434343434343434,12.984848484848484,6054.0,
jwtk/jjwt,11054,2014-09-13T01:06:24Z,9,555,5.63963963963964,2.0,25.834234234234234,16052.0,
k0shk0sh/FastHub,5735,2017-02-18T17:53:16Z,63,934,8.009635974304068,1.6124197002141327,34.75695931477516,40321.0,
karatelabs/karate,8831,2017-02-07T15:59:17Z,58,578,5.5588235294117645,1.2006920415224913,148.818339100346,65823.0,
karma9874/AndroRAT,4698,2020-03-22T09:31:28Z,0,55,2.8727272727272726,1.1636363636363636,1.3818181818181818,1793.0,
kaushikgopal/RxJava-Android-Samples,7525,2014-07-23T05:13:52Z,0,86,6.627906976744186,1.8255813953488371,9.19767441860465,2633.0,
kdn251/interviews,64912,2017-02-14T18:19:25Z,0,257,1.3035019455252919,1.0077821011673151,0.2918287937743191,5622.0,
kekingcn/kkFileView,14039,2017-12-12T11:41:08Z,16,104,6.759615384615385,1.0769230769230769,321.84615384615387,13264.0,
kestra-io/kestra,26677,2019-08-24T13:56:15Z,421,2297,8.094035698737484,1.413147583804963,15.367435785807576,83645.0,
kevin-wayne/algs4,7524,2015-08-31T09:28:49Z,0,279,4.003584229390681,1.021505376344086,47.46953405017921,22522.0,
keycloak/keycloak,33782,2013-07-02T13:38:51Z,105,9737,6.959535791311493,1.5476019307795008,71.08123652048886,578234.0,
kikoso/android-stackblur,3578,2013-08-15T14:44:32Z,0,41,1.7560975609756098,1.0975609756097562,0.5853658536585366,933.0,
killbill/killbill,5408,2012-10-21T20:55:05Z,151,2448,8.682598039215685,1.8104575163398693,28.232843137254903,151373.0,
killme2008/aviatorscript,5184,2011-03-29T12:48:47Z,52,524,4.687022900763359,1.498091603053435,63.152671755725194,37528.0,
knightliao/disconf,5530,2014-05-30T09:39:27Z,12,425,4.44,1.3576470588235294,12.616470588235295,14009.0,
knowm/XChange,4051,2012-02-02T10:48:28Z,0,4977,5.949166164356038,1.484629294755877,24.971267832027326,148586.0,
koral--/android-gif-drawable,9653,2013-01-30T01:37:46Z,63,64,6.125,1.65625,59.734375,2949.0,
koush/AndroidAsync,7551,2012-08-24T07:27:04Z,0,543,3.613259668508287,1.5322283609576428,19.44014732965009,18086.0,
koush/ion,6260,2013-05-22T07:41:23Z,0,289,4.577854671280277,1.4602076124567474,23.598615916955016,9443.0,
krahets/LeetCode-Book,8224,2021-12-17T14:16:02Z,0,494,1.2955465587044535,1.0020242914979758,0.08097165991902834,5741.0,
krahets/hello-algo,124943,2022-11-04T11:08:34Z,10,215,1.841860465116279,1.0,4.706976744186046,7700.0,
ksoichiro/Android-ObservableScrollView,9623,2014-11-08T14:45:20Z,0,335,5.014925373134329,1.9671641791044776,7.570149253731343,12621.0,
kubernetes-client/java,3952,2017-05-08T21:52:58Z,58,12150,7.281152263374485,1.5051028806584361,242.15432098765433,2265956.0,
kunal-kushwaha/DSA-Bootcamp-Java,22465,2021-07-30T12:23:25Z,0,253,1.2924901185770752,1.08300395256917,3.5019762845849804,6598.0,
kyleduo/SwitchButton,4747,2014-09-09T07:20:43Z,0,27,4.37037037037037,1.4074074074074074,82.48148148148148,1543.0,
langchain4j/langchain4j,11517,2023-06-20T15:30:29Z,61,4372,6.168572735590119,1.2051692589204026,20.622827081427264,184069.0,
languagetool-org/languagetool,14281,2013-08-08T16:37:22Z,0,2624,5.343368902439025,1.591844512195122,55.61623475609756,214881.0,
laobie/StatusBarUtil,8770,2016-02-15T03:06:06Z,0,33,4.151515151515151,1.5454545454545454,22.545454545454547,1036.0,
lcodecorex/TwinklingRefreshLayout,3990,2016-03-02T12:11:56Z,0,151,4.28476821192053,1.3708609271523178,36.271523178807946,6273.0,
lecho/hellocharts-android,7767,2014-10-12T09:12:37Z,14,153,6.300653594771242,1.522875816993464,40.294117647058826,10995.0,
lenve/JavaEETest,3513,2016-12-13T02:13:58Z,0,154,3.5064935064935066,1.0974025974025974,3.5779220779220777,2293.0,
lenve/VBlog,7432,2017-12-26T11:01:55Z,0,29,4.551724137931035,1.0344827586206897,29.06896551724138,781.0,
lenve/vhr,28105,2018-01-04T08:57:51Z,0,94,4.4361702127659575,1.0212765957446808,48.329787234042556,2971.0,
leolin310148/ShortcutBadger,7338,2013-11-15T12:51:52Z,0,31,5.290322580645161,1.1612903225806452,3.4838709677419355,885.0,
lets-blade/blade,5882,2015-06-10T03:35:49Z,9,307,4.62214983713355,1.234527687296417,42.156351791530945,15319.0,
lgvalle/Material-Animations,13767,2015-03-08T20:54:00Z,0,45,4.4,1.4666666666666666,4.7555555555555555,1010.0,
liaohuqiu/android-Ultra-Pull-To-Refresh,9527,2014-11-13T03:13:10Z,8,161,4.043478260869565,1.4161490683229814,19.142857142857142,5476.0,
libgdx/libgdx,24997,2012-08-10T19:34:38Z,15,3980,5.242462311557789,1.8050251256281407,3534.854773869347,287024.0,
lightbend/config,6297,2011-12-06T08:02:29Z,4,200,5.485,2.055,76.245,13237.0,
lihangleo2/ShadowLayout,3730,2019-07-09T07:17:06Z,32,75,4.213333333333333,1.16,29.773333333333333,4447.0,
lihengming/spring-boot-api-project-seed,9715,2017-06-23T10:06:30Z,4,15,5.0,1.2666666666666666,9.733333333333333,484.0,
lilishop/lilishop,4152,2021-05-14T01:28:51Z,3,1561,7.67777065983344,1.315823190262652,13.66047405509289,43379.0,
line/armeria,5097,2015-11-16T04:04:01Z,270,6821,6.411083418853541,1.3169623222401408,32.65811464594634,313773.0,
lingochamp/FileDownloader,11125,2015-12-22T11:17:16Z,65,269,4.5278810408921935,1.687732342007435,42.014869888475836,14387.0,
lingochamp/okdownload,5258,2017-12-17T08:21:22Z,8,343,6.440233236151603,1.2653061224489797,35.25947521865889,18986.0,
linhaojun857/aurora,4630,2022-08-19T13:39:16Z,0,299,7.287625418060201,1.117056856187291,7.25752508361204,4956.0,
linkedin/databus,3679,2012-12-17T17:49:17Z,0,1516,5.5,1.3608179419525066,46.73482849604222,124341.0,
linlinjava/litemall,20215,2018-03-22T16:42:30Z,8,617,4.6158833063209075,1.1280388978930307,1532.8849270664505,90884.0,
linyiqun/DataMiningAlgorithm,3951,2015-01-11T02:50:28Z,0,126,2.2936507936507935,1.0873015873015872,9.96031746031746,11663.0,
lionsoul2014/ip2region,18908,2015-11-02T00:43:13Z,22,48,4.104166666666667,1.2083333333333333,11.375,2571.0,
lipangit/JiaoZiVideoPlayer,10500,2016-02-06T11:04:24Z,78,69,7.27536231884058,2.1159420289855073,56.63768115942029,4511.0,
liquibase/liquibase,5475,2011-07-08T20:08:20Z,107,1734,6.929642445213379,1.792387543252595,66.12687427912341,99130.0,
lisawray/groupie,3670,2016-09-01T20:59:35Z,28,93,5.096774193548387,1.8279569892473118,29.903225806451612,3898.0,
litesuits/android-common,3629,2014-05-29T08:08:00Z,0,85,3.5176470588235293,1.2470588235294118,124.3529411764706,6519.0,
liuyubobobo/Play-with-Algorithms,3710,2016-07-05T18:16:22Z,0,133,2.9323308270676693,1.0075187969924813,4.225563909774436,5384.0,
liyifeng1994/ssm,5935,2016-06-18T17:58:56Z,0,19,4.157894736842105,1.6842105263157894,2.0526315789473686,369.0,
logisim-evolution/logisim-evolution,6968,2014-09-19T05:23:24Z,32,1957,5.907511497189576,2.4149207971384774,29.123658661216147,168706.0,
loks666/get_jobs,6240,2024-03-07T21:34:58Z,3,120,5.225,1.0,33.31666666666667,9790.0,
lsjwzh/RecyclerViewPager,3506,2015-01-17T18:30:34Z,10,71,4.309859154929577,1.4929577464788732,9.971830985915492,2735.0,
lucasr/twoway-view,5215,2013-01-18T20:55:23Z,0,51,6.078431372549019,1.8235294117647058,86.58823529411765,3688.0,
luckybilly/CC,4042,2017-11-23T16:26:33Z,0,120,4.966666666666667,1.2583333333333333,16.316666666666666,4599.0,
lukas-krecan/ShedLock,4134,2016-12-11T13:53:59Z,0,430,6.055813953488372,2.1186046511627907,7.674418604651163,12937.0,
luontola/retrolambda,3527,2013-07-20T07:25:22Z,0,240,2.5125,1.4125,9.004166666666666,4848.0,
lygttpod/SuperTextView,3767,2016-10-19T04:06:54Z,39,86,3.046511627906977,1.1627906976744187,141.67441860465115,4002.0,
macrozheng/mall,83342,2018-04-04T01:11:44Z,3,760,3.9407894736842106,1.2394736842105263,1110.803947368421,100903.0,
macrozheng/mall-learning,13371,2019-04-12T13:20:31Z,0,245,4.848979591836735,1.1061224489795918,233.02448979591836,14269.0,
macrozheng/mall-swarm,12906,2019-11-25T06:55:31Z,3,763,3.7942332896461335,1.2319790301441678,1107.6788990825687,101601.0,
macrozheng/springcloud-learning,6923,2019-09-07T02:36:16Z,0,225,4.911111111111111,1.0222222222222221,86.11111111111111,5657.0,
makovkastar/FloatingActionButton,3996,2014-07-22T13:29:55Z,0,27,5.666666666666667,1.8148148148148149,37.592592592592595,1014.0,
mapstruct/mapstruct,7641,2012-05-28T12:42:42Z,36,4805,3.8355879292403747,1.174401664932362,11.188969823100937,103911.0,
markzhai/AndroidPerformanceMonitor,6733,2016-01-17T05:23:22Z,0,54,4.074074074074074,1.2777777777777777,14.074074074074074,2234.0,
material-components/material-components-android,17230,2016-12-05T16:11:29Z,118,2122,7.151743638077286,1.5386427898209236,93.77238454288407,119245.0,
mbechler/marshalsec,3672,2017-05-22T11:43:57Z,0,72,7.291666666666667,1.8194444444444444,14.583333333333334,2214.0,
mcxiaoke/android-volley,4270,2013-05-21T05:35:26Z,0,132,5.090909090909091,1.893939393939394,15.818181818181818,4965.0,
mcxiaoke/packer-ng-plugin,4811,2015-11-24T04:08:08Z,1,31,2.806451612903226,1.3870967741935485,18.64516129032258,1776.0,
mcxtzhang/SwipeDelMenuLayout,3790,2016-08-25T08:10:45Z,2,40,3.1,1.25,5.2,1085.0,
meefik/linuxdeploy,5798,2012-08-21T04:49:14Z,37,37,7.162162162162162,1.6486486486486487,35.891891891891895,2693.0,
mercyblitz/tech-weekly,3971,2018-12-03T03:10:52Z,0,81,2.802469135802469,1.0246913580246915,2.123456790123457,1385.0,
metersphere/metersphere,13075,2020-02-03T02:06:12Z,184,3702,6.689357104267963,1.2984873041599136,446.2396002160994,321954.0,
microg/GmsCore,12864,2014-04-23T19:28:47Z,45,1999,6.025012506253127,1.727863931965983,13.87543771885943,58574.0,
micrometer-metrics/micrometer,4832,2017-04-10T21:36:51Z,291,2016,5.765376984126984,1.2842261904761905,19.99950396825397,85545.0,
micronaut-projects/micronaut-core,6396,2018-03-07T12:05:08Z,355,5157,5.672290091138259,1.3096761683149118,36.029280589490014,184307.0,
microservices-patterns/ftgo-application,3698,2017-10-23T04:30:04Z,0,370,5.345945945945946,1.1891891891891893,8.191891891891892,6868.0,
microsoft/malmo,4253,2016-05-17T14:58:40Z,21,278,7.0503597122302155,2.143884892086331,12.848920863309353,19130.0,
microsoft/typespec,5662,2021-06-30T23:29:49Z,472,4744,8.934865092748735,1.1521922428330522,24.388069139966273,193392.0,
mik3y/usb-serial-for-android,5571,2013-06-30T23:17:45Z,34,72,6.0,1.375,39.541666666666664,8450.0,
mission-peace/interview,11327,2014-07-20T21:27:31Z,0,667,2.0149925037481258,1.0374812593703149,3.4092953523238383,27259.0,
mock-server/mockserver,4863,2013-02-26T06:09:52Z,0,1109,7.27141568981064,1.6248872858431018,95.82236248872859,65134.0,
mockito/mockito,15432,2012-10-13T20:27:12Z,226,2141,3.3236805231200375,1.3979448855674919,18.98505371321812,53517.0,
motianhuo/wechat,5466,2015-05-25T02:33:37Z,0,635,5.239370078740158,1.2503937007874015,15.453543307086614,34418.0,
mouredev/hello-java,4004,2025-03-25T11:15:12Z,0,55,0.6363636363636364,1.3272727272727274,0.4727272727272727,823.0,
mpusher/mpush,3772,2016-04-28T01:43:19Z,9,398,4.731155778894473,1.3442211055276383,24.565326633165828,15032.0,
mrniko/netty-socketio,7026,2012-01-12T11:43:49Z,19,176,4.823863636363637,1.2556818181818181,32.10227272727273,6758.0,
mybatis/generator,5318,2013-02-10T11:14:50Z,12,721,6.656033287101248,2.3592233009708736,85.63384188626907,73169.0,
mybatis/mybatis-3,20411,2013-02-14T19:03:32Z,46,1756,3.582004555808656,1.215261958997722,21.27107061503417,61067.0,
mybatis/spring-boot-starter,4247,2015-09-25T13:05:15Z,34,175,4.537142857142857,1.2228571428571429,16.177142857142858,4434.0,
mywalkb/LSPosed_mod,4328,2022-03-28T08:05:38Z,10,447,5.572706935123042,1.6241610738255035,50.20134228187919,24128.0,
nICEnnnnnnnLee/BilibiliDown,4659,2019-01-23T06:56:46Z,81,262,4.206106870229007,1.7213740458015268,42.18702290076336,19863.0,
nageoffer/12306,3529,2023-05-30T04:08:28Z,0,418,5.047846889952153,1.2033492822966507,2.710526315789474,8660.0,
naman14/Timber,7049,2015-06-12T16:43:55Z,5,453,5.399558498896247,1.4613686534216335,19.748344370860927,21859.0,
natario1/CameraView,5125,2017-07-18T09:30:33Z,42,534,5.597378277153558,1.3745318352059925,34.762172284644194,21155.0,
nathanmarz/storm,8788,2011-09-17T07:55:13Z,0,851,4.433607520564042,1.2855464159811987,33.070505287896594,60552.0,
navasmdc/MaterialDesignLibrary,8943,2014-09-30T07:37:17Z,3,82,4.536585365853658,1.8170731707317074,6.7560975609756095,2927.0,
nayuki/QR-Code-generator,6506,2016-04-15T02:19:41Z,5,19,3.9473684210526314,1.4210526315789473,19.57894736842105,1823.0,
netty/netty,34906,2010-11-09T09:22:21Z,3,7830,4.464367816091954,1.5464878671775224,69.05657726692209,389067.0,
networknt/light-4j,3678,2016-09-09T22:28:14Z,195,1296,4.724537037037037,1.1674382716049383,25.10185185185185,75943.0,
newbee-ltd/newbee-mall,11553,2019-09-21T03:56:04Z,0,89,5.033707865168539,1.0674157303370786,34.91011235955056,3935.0,
nhaarman/ListViewAnimations,5536,2013-03-19T11:59:23Z,14,137,6.474452554744525,2.0583941605839415,10.459854014598541,5697.0,
nining377/dolby_beta,4253,2020-05-19T12:13:36Z,37,185,4.145945945945946,1.454054054054054,7.951351351351351,7302.0,
nisrulz/android-tips-tricks,4748,2016-08-25T20:27:33Z,0,1,1.0,1.0,0.0,22.0,
nostra13/Android-Universal-Image-Loader,17018,2011-11-27T18:48:23Z,0,140,4.864285714285714,1.5857142857142856,28.84285714285714,7434.0,
novicezk/midjourney-proxy,5248,2023-04-24T13:43:45Z,0,90,5.9,1.2444444444444445,5.811111111111111,2787.0,
nytimes/Store,3504,2016-11-29T20:17:11Z,0,290,6.2,1.5620689655172413,17.055172413793102,11288.0,
oasisfeng/island,3625,2016-04-23T11:30:18Z,50,183,6.797814207650274,1.5191256830601092,52.114754098360656,7631.0,
objectbox/objectbox-java,4606,2017-01-24T10:29:48Z,54,396,5.138888888888889,1.7651515151515151,105.61616161616162,24758.0,
oblac/jodd,4074,2012-09-07T20:26:48Z,37,728,4.035714285714286,1.4587912087912087,12.949175824175825,26882.0,
obsidiandynamics/kafdrop,6125,2019-05-27T08:46:56Z,50,100,5.54,1.32,28.19,4200.0,
oddfar/campus-imaotai,4177,2023-07-07T10:37:13Z,11,218,6.339449541284404,1.4128440366972477,20.376146788990827,7728.0,
ogaclejapan/SmartTabLayout,7083,2015-02-14T11:25:51Z,0,45,6.355555555555555,1.6444444444444444,9.71111111111111,1912.0,
oldmanpushcart/greys-anatomy,4016,2012-11-21T19:39:35Z,0,240,4.066666666666666,1.1541666666666666,6.770833333333333,10774.0,
