name_with_owner,stargazers,created_at,releases_count,n_classes,cbo_mean,dit_mean,lcom_mean,loc,comment_lines
apache/incubator-seata,25970,2018-12-28T08:37:22Z,45,4178,6.499281953087602,1.763762565820967,459.53255146002874,279398.0,
apache/iotdb,6303,2018-11-24T21:29:17Z,51,9210,8.335179153094462,1.5957654723127035,111.42681867535288,814134.0,
apache/jmeter,9307,2010-05-26T23:38:07Z,10,1709,5.527794031597425,1.8882387361029842,62.22352252779403,126971.0,
apache/kafka,32321,2011-08-15T18:06:16Z,0,8866,7.967854725919242,1.4270245883149109,64.9734942476878,726987.0,
apache/kylin,3765,2015-01-03T08:00:05Z,2,4764,7.78568429890848,1.503568429890848,137.80709487825357,317216.0,
apache/logging-log4j2,3590,2013-06-12T07:00:19Z,18,3443,5.537902991577113,1.5137961080453093,46.456869009584665,169552.0,
apache/maven,5010,2009-05-21T03:22:03Z,30,3755,5.366444740346205,1.5416777629826897,46.00159786950732,167556.0,
apache/nifi,6043,2014-12-12T08:00:05Z,0,10458,7.400076496462039,1.4868999808758845,60.15060240963855,679852.0,
apache/pinot,6055,2014-05-19T23:27:48Z,21,7503,7.364920698387312,1.484073037451686,57.48087431693989,623311.0,
apache/pulsar,15189,2016-06-28T07:00:03Z,123,7103,6.894833169083486,1.7127974095452625,89.32127270167535,511055.0,
apache/rocketmq,22403,2016-11-30T08:00:08Z,24,3017,7.0749088498508454,1.3374212794166391,136.51574411667218,236196.0,
apache/rocketmq-externals,4617,2017-03-14T07:00:06Z,0,275,5.749090909090909,1.250909090909091,16.45090909090909,11795.0,
apache/seatunnel,9230,2017-08-05T09:14:47Z,53,5275,6.89478672985782,1.3751658767772512,32.03260663507109,301761.0,
apache/shardingsphere,20710,2016-01-18T12:49:26Z,59,8904,7.398135669362085,1.3802785265049415,29.710130278526506,248893.0,
apache/shardingsphere-elasticjob,8223,2015-09-11T11:28:52Z,31,596,5.48489932885906,1.1543624161073827,3.192953020134228,15593.0,
apache/shenyu,8791,2018-07-11T08:17:45Z,14,3679,6.056265289480837,1.2291383528132644,18.23539005164447,149017.0,
apache/shiro,4440,2009-08-29T08:00:17Z,17,1029,5.067055393586005,1.7784256559766765,19.843537414965986,36885.0,
apache/skywalking,24771,2015-11-07T03:30:36Z,64,3451,6.071573456968994,1.3845262242828165,6.853665604172703,122865.0,
apache/storm,6679,2013-11-05T08:00:14Z,9,4417,5.368123160516188,1.2196060674666063,49.11976454607199,363159.0,
apache/streampark,4305,2019-05-27T05:56:03Z,17,561,7.475935828877005,1.2816399286987523,18.955436720142604,23736.0,
apache/tika,3684,2009-05-21T02:12:11Z,0,2579,6.113222179139202,1.5129895308259016,29.66072120977123,178076.0,
apache/tomcat,8134,2011-10-01T07:00:19Z,0,4755,4.6121976866456365,1.8082018927444794,182.464563617245,361139.0,
apache/zeppelin,6614,2015-03-25T07:00:06Z,0,2106,5.766856600189934,1.2511870845204178,43.3988603988604,190534.0,
apache/zookeeper,12748,2009-03-27T15:41:56Z,0,1768,5.775452488687783,1.9756787330316743,37.085407239819006,124292.0,
apereo/cas,11327,2011-09-09T01:36:42Z,316,9123,10.146771895209909,1.4908473089992327,7.803573385947605,232854.0,
apolloconfig/apollo,29751,2016-03-04T10:24:23Z,43,786,7.4414758269720105,1.2366412213740459,15.43765903307888,36584.0,
aporter/coursera-android,4256,2014-01-05T09:55:31Z,0,608,4.240131578947368,1.5,3.3289473684210527,18132.0,
apple/pkl,11110,2024-01-19T17:28:45Z,21,1698,6.249705535924617,5.610129564193168,29.85630153121319,68293.0,
arduino/Arduino,14563,2010-09-17T19:10:36Z,37,450,4.126666666666667,1.768888888888889,32.72222222222222,25793.0,
arimorty/floatingsearchview,3532,2015-11-22T02:38:32Z,0,135,3.5703703703703704,1.1777777777777778,26.28148148148148,4170.0,
aritraroy/UltimateAndroidReference,8241,2017-04-10T07:28:27Z,0,1,1.0,1.0,0.0,22.0,
asLody/VirtualApp,10960,2016-07-06T13:25:23Z,0,1420,3.832394366197183,2.5880281690140845,15.611267605633802,46624.0,
ashishps1/awesome-leetcode-resources,16208,2023-10-25T01:48:19Z,0,11,1.1818181818181819,1.0,4.7272727272727275,360.0,
ashishps1/awesome-low-level-design,23206,2023-11-17T10:15:12Z,0,793,2.6431273644388398,1.1387137452711222,3.0542244640605296,14614.0,
ashishps1/awesome-system-design-resources,36054,2023-10-25T01:50:42Z,0,11,0.8181818181818182,1.0,0.0,336.0,
aurelhubert/ahbottomnavigation,3826,2016-03-17T12:17:56Z,14,46,5.108695652173913,1.173913043478261,57.47826086956522,2339.0,
auth0/java-jwt,6215,2014-03-07T15:06:11Z,46,86,5.662790697674419,1.627906976744186,142.74418604651163,8924.0,
awaitility/awaitility,4006,2010-01-22T15:12:52Z,0,170,3.176470588235294,1.1941176470588235,18.58235294117647,5473.0,
awangdev/leet-code,4355,2015-04-25T19:14:09Z,0,81,2.0617283950617282,1.0,0.9012345679012346,1961.0,
aws/aws-sdk-java,4199,2010-03-22T23:34:58Z,0,170168,6.930063231629918,1.2059317850594706,123.20025504207607,8603744.0,
awsdocs/aws-doc-sdk-examples,10391,2016-08-18T19:06:57Z,0,1664,7.123798076923077,1.0402644230769231,6.352163461538462,82925.0,
azkaban/azkaban,4514,2012-10-18T01:34:53Z,48,1283,6.493374902572096,1.3476227591582228,35.83632112236945,93861.0,
baidu/uid-generator,5580,2017-03-27T04:03:43Z,0,25,2.88,1.28,11.72,873.0,
baomidou/dynamic-datasource,5162,2018-04-28T02:32:16Z,19,178,5.410112359550562,1.1404494382022472,2.3258426966292136,5216.0,
baomidou/mybatis-plus,17343,2016-08-18T10:06:53Z,40,1047,5.740210124164279,1.3361986628462272,25.03724928366762,39193.0,
baoyongzhang/SwipeMenuListView,3496,2014-08-24T15:40:45Z,2,33,4.393939393939394,1.4545454545454546,15.242424242424242,1347.0,
bazelbuild/bazel,25304,2014-06-12T16:00:38Z,248,10754,7.561093546587316,1.6201413427561837,71.0424958155105,598267.0,
beemdevelopment/Aegis,12250,2016-08-15T19:10:31Z,73,459,7.429193899782135,1.7080610021786493,22.823529411764707,24222.0,
ben-manes/caffeine,17601,2014-12-13T08:45:11Z,72,1408,5.061079545454546,1.546875,166.43394886363637,91146.0,
bepass-org/oblivion,4683,2024-02-08T05:50:09Z,12,58,5.637931034482759,1.4827586206896552,11.620689655172415,2641.0,
bilibili/DanmakuFlameMaster,9610,2013-08-11T12:18:50Z,5,172,5.162790697674419,1.6104651162790697,47.50581395348837,12879.0,
bilibili/MagicaSakura,3551,2016-06-23T07:54:59Z,3,84,8.297619047619047,1.6785714285714286,25.44047619047619,5367.0,
binIoter/GuideView,3951,2016-06-19T08:52:25Z,0,35,3.742857142857143,1.3714285714285714,8.228571428571428,1246.0,
binarywang/WxJava,32688,2016-01-06T08:24:05Z,31,5473,5.496802484926,1.21213228576649,20.955965649552347,123627.0,
bingoogolapple/BGABanner-Android,4166,2014-10-25T17:15:18Z,0,53,5.0,1.5849056603773586,26.28301886792453,2123.0,
bingoogolapple/BGARefreshLayout-Android,4301,2015-05-28T16:17:00Z,4,162,5.148148148148148,1.4074074074074074,9.796296296296296,5450.0,
bisq-network/bisq,5075,2014-03-12T09:42:29Z,143,3716,7.435683530678149,1.6907965554359525,30.157427341227127,178871.0,
bitcoin-wallet/bitcoin-wallet,4117,2012-03-31T17:06:47Z,0,387,7.532299741602067,1.7131782945736433,5.41343669250646,18379.0,
bitcoinj/bitcoinj,5216,2013-11-19T04:33:23Z,14,626,6.714057507987221,1.7268370607028753,87.82907348242811,46470.0,
bjmashibing/InternetArchitect,4282,2019-10-19T16:32:01Z,0,692,4.716763005780347,1.157514450867052,67.48265895953757,44742.0,
blossom-editor/blossom,3792,2023-08-07T03:02:17Z,19,435,5.724137931034483,1.3448275862068966,6.977011494252873,13365.0,
bluelinelabs/Conductor,3900,2016-03-16T18:42:41Z,36,86,5.476744186046512,1.3488372093023255,71.33720930232558,5385.0,
brettwooldridge/HikariCP,21089,2013-10-08T05:43:03Z,0,185,4.383783783783784,1.2864864864864864,172.67027027027027,11464.0,
brianfrankcooper/YCSB,5203,2010-04-19T20:52:11Z,55,236,7.055084745762712,1.6355932203389831,7.851694915254237,22410.0,
brianway/java-learning,4290,2016-02-09T05:20:58Z,0,753,1.0823373173970783,1.2868525896414342,0.5962815405046481,10984.0,
btraceio/btrace,5988,2014-08-28T18:58:24Z,33,905,4.7845303867403315,1.3303867403314917,80.38011049723757,53185.0,
bumptech/glide,35034,2013-07-08T22:52:33Z,54,1523,5.930400525279055,1.2344057780695994,20.09258043335522,60768.0,
bytedeco/javacpp,4685,2014-04-21T12:47:21Z,14,215,5.911627906976745,2.0093023255813955,151.13953488372093,27090.0,
bytedeco/javacv,8302,2014-04-21T13:50:26Z,14,223,6.125560538116592,2.1300448430493275,134.847533632287,26976.0,
cSploit/android,3592,2014-10-04T05:53:29Z,33,512,4.208984375,1.517578125,15.65234375,22657.0,
cabaletta/baritone,8785,2018-08-01T15:34:21Z,85,473,6.6997885835095135,1.386892177589852,22.167019027484145,22328.0,
camunda/camunda,4069,2016-03-20T03:38:04Z,575,17394,7.23732321490169,1.3732896401057837,30.55070714039324,747657.0,
camunda/camunda-bpm-platform,4265,2013-01-03T10:10:31Z,0,10734,6.292155766722564,1.6095584125209614,86.25498416247439,546492.0,
careercup/CtCI-6th-Edition,11470,2015-07-02T06:28:46Z,0,609,2.167487684729064,1.0689655172413792,4.482758620689655,21093.0,
careercup/ctci,5145,2013-03-21T23:01:01Z,0,311,1.9581993569131833,1.1189710610932475,5.096463022508039,11244.0,
castorflex/SmoothProgressBar,4514,2013-11-27T20:32:16Z,9,48,4.854166666666667,1.2291666666666667,26.3125,2208.0,
cats-oss/android-gpuimage,9159,2012-10-04T08:11:58Z,0,153,2.9607843137254903,2.156862745098039,11.300653594771243,6341.0,
cglib/cglib,4896,2014-03-29T13:48:30Z,15,498,3.218875502008032,1.5321285140562249,261.7971887550201,17670.0,
changmingxie/tcc-transaction,5775,2015-12-05T04:27:53Z,8,519,5.254335260115607,1.3082851637764932,29.736030828516377,23664.0,
chentao0707/SimplifyReader,4557,2015-08-17T08:22:53Z,0,632,4.555379746835443,1.3876582278481013,60.29430379746835,34709.0,
chewiebug/GCViewer,4634,2011-10-23T09:01:04Z,5,291,5.274914089347079,2.1649484536082473,49.044673539518904,20453.0,
chinabugotech/hutool,30321,2014-04-13T07:23:51Z,157,2727,3.5603226989365604,1.2805280528052805,101.06894022735607,135824.0,
chrisbanes/Android-PullToRefresh,8663,2011-11-29T09:59:56Z,0,82,6.024390243902439,2.1097560975609757,55.84146341463415,3567.0,
chrisjenx/Calligraphy,8540,2013-12-20T02:35:45Z,4,25,5.72,1.44,11.36,968.0,
cinit/QAuxiliary,5524,2022-01-29T06:12:36Z,49,559,7.47227191413238,1.3220035778175314,40.509838998211094,42931.0,
citerus/dddsample-core,5268,2015-01-31T23:21:37Z,0,157,7.089171974522293,1.127388535031847,7.031847133757962,4639.0,
cjlin1/libsvm,4697,2013-09-10T14:32:07Z,0,34,3.264705882352941,1.3529411764705883,19.61764705882353,3152.0,
claritylab/lucida,4788,2014-05-13T17:12:49Z,0,268,6.518656716417911,1.6119402985074627,23.51865671641791,23221.0,
clojure/clojure,10834,2010-06-29T20:03:33Z,0,917,3.599781897491821,1.495092693565976,130.2071973827699,46854.0,
code4craft/netty-learning,3553,2013-09-19T02:24:25Z,0,1164,5.017182130584192,1.6640893470790379,39.24914089347079,68759.0,
code4craft/tiny-spring,4090,2014-01-10T16:37:57Z,0,106,3.0849056603773586,1.150943396226415,2.3679245283018866,1543.0,
code4craft/webmagic,11699,2013-04-23T12:57:36Z,33,344,4.531976744186046,1.183139534883721,11.465116279069768,8794.0,
codecentric/spring-boot-admin,12829,2014-07-25T11:39:13Z,147,459,7.751633986928105,1.289760348583878,7.2636165577342044,13881.0,
codeestX/GeekNews,3498,2016-08-07T14:56:56Z,0,439,4.626423690205011,1.4464692482915718,10.009111617312072,11939.0,
coderbruis/JavaSourceCodeLearning,3730,2020-06-02T13:34:20Z,0,317,2.854889589905363,1.2586750788643533,3.138801261829653,6045.0,
codingapi/tx-lcn,4179,2017-11-11T03:34:34Z,14,222,4.986486486486487,1.2117117117117118,6.337837837837838,7782.0,
commonsguy/cw-omnibus,5333,2012-03-12T14:12:06Z,36,1942,5.292481977342946,1.6833161688980434,20.18898043254377,71379.0,
conductor-oss/conductor,31606,2023-12-08T06:06:09Z,44,1340,7.481343283582089,1.2261194029850746,61.090298507462684,95296.0,
coobird/thumbnailator,5400,2015-07-25T05:38:33Z,0,224,4.089285714285714,1.2366071428571428,93.22321428571429,19595.0,
crate/crate,4380,2013-04-10T09:17:16Z,159,7616,7.5160189075630255,1.6566439075630253,50.40139180672269,441393.0,
crazycodeboy/TakePhoto,7237,2015-08-04T02:05:32Z,15,55,5.054545454545455,1.2545454545454546,10.89090909090909,2403.0,
crazycodeboy/react-native-splash-screen,5659,2016-09-14T10:43:55Z,12,12,3.4166666666666665,1.25,2.0,246.0,
crossoverJie/JCSprout,26985,2017-12-17T09:06:50Z,0,162,1.962962962962963,1.0925925925925926,1.7654320987654322,4399.0,
crossoverJie/cim,9488,2018-05-20T15:55:56Z,9,205,4.8341463414634145,1.278048780487805,8.014634146341463,5942.0,
cryptomator/cryptomator,14906,2014-02-02T00:43:47Z,205,473,8.418604651162791,1.4207188160676534,19.62367864693446,19116.0,
cymcsg/UltimateRecyclerView,7192,2015-01-28T02:27:45Z,9,382,5.214659685863874,1.693717277486911,41.39267015706806,16083.0,
daimajia/AndroidImageSlider,5613,2014-06-02T06:04:17Z,5,63,4.063492063492063,1.5714285714285714,59.095238095238095,3813.0,
daimajia/AndroidSwipeLayout,12382,2014-08-25T04:09:33Z,18,74,3.7162162162162162,1.3243243243243243,58.9054054054054,2770.0,
daimajia/AndroidViewAnimations,12466,2014-06-23T03:53:13Z,9,82,3.3780487804878048,1.8048780487804879,2.292682926829268,965.0,
daimajia/NumberProgressBar,6092,2014-05-01T08:54:25Z,3,6,3.1666666666666665,1.3333333333333333,91.83333333333333,380.0,
danielzeller/Depth-LIB-Android-,4538,2016-04-27T09:37:28Z,0,108,3.787037037037037,1.212962962962963,13.351851851851851,3771.0,
danikula/AndroidVideoCache,5514,2015-04-01T11:25:52Z,20,77,4.8311688311688314,1.4935064935064934,14.324675324675324,3217.0,
daniulive/SmarterStreaming,11169,2016-03-26T14:46:02Z,0,167,3.8263473053892216,1.0538922155688624,73.76047904191617,10243.0,
dariuszseweryn/RxAndroidBle,3551,2016-02-04T13:42:02Z,60,477,5.373165618448637,1.3144654088050314,53.482180293501045,15479.0,
databricks/learning-spark,3901,2014-06-16T04:47:54Z,0,133,2.827067669172932,1.0150375939849625,1.7969924812030076,2295.0,
dataease/dataease,23737,2021-02-02T04:10:21Z,105,1132,4.96643109540636,1.2058303886925794,28.418727915194346,44902.0,
datahub-project/datahub,11772,2015-11-18T05:47:40Z,135,4177,11.303327747186977,1.209001675843907,21.828585108929854,273419.0,
davemorrissey/subsampling-scale-image-view,8009,2013-08-26T16:45:25Z,21,72,5.625,1.5833333333333333,79.72222222222223,4262.0,
davideas/FlexibleAdapter,3569,2015-05-02T22:00:43Z,31,326,5.987730061349693,2.1134969325153374,102.15644171779141,15857.0,
ddd-by-examples/library,5725,2019-01-11T09:14:03Z,0,123,6.788617886178862,1.0406504065040652,5.430894308943089,1770.0,
deathmarine/Luyten,5116,2013-07-11T10:57:28Z,17,129,2.3488372093023258,1.5426356589147288,15.449612403100776,6750.0,
debezium/debezium,12593,2016-01-22T20:17:05Z,0,3348,6.84647550776583,1.5985663082437276,60.632616487455195,217942.0,
deepjavalibrary/djl,4796,2019-10-29T22:38:54Z,38,1669,6.573397243858598,1.4865188735769923,132.82025164769323,96983.0,
deeplearning4j/deeplearning4j,14221,2013-11-27T02:03:28Z,0,5707,8.463991589276327,2.2139477834238654,54436.28263536008,567153.0,
dependency-check/DependencyCheck,7487,2012-09-03T20:43:30Z,91,513,6.707602339181286,1.7816764132553606,64.0682261208577,41973.0,
dianping/cat,18968,2012-12-05T02:31:48Z,3,1890,5.487830687830688,1.415873015873016,23.07037037037037,97667.0,
didi/DoKit,20428,2018-08-14T10:32:07Z,14,1569,4.502868068833652,1.319949012109624,71.76800509878903,80596.0,
didi/KnowStreaming,7176,2020-03-19T05:13:51Z,23,934,6.972162740899358,1.8115631691648821,10.322269807280515,31517.0,
didi/VirtualAPK,9063,2017-06-29T07:25:05Z,4,163,4.895705521472393,1.6134969325153374,17.57668711656442,7981.0,
diffplug/spotless,5399,2015-04-27T19:10:58Z,52,937,5.03948772678762,1.7342582710779082,13.91462113127001,38634.0,
dingjikerbo/Android-BluetoothKit,3698,2015-10-08T09:07:33Z,0,241,4.074688796680498,1.2406639004149378,18.70124481327801,8347.0,
dinuscxj/LoadingDrawable,4106,2016-04-16T07:33:57Z,0,65,6.507692307692308,1.4461538461538461,15.830769230769231,4428.0,
discord-jda/JDA,4653,2015-12-12T13:57:32Z,123,1437,8.731384829505915,1.8406402226861518,129.12178148921365,72787.0,
dm77/barcodescanner,5445,2014-02-24T21:14:09Z,6,73,5.287671232876712,1.643835616438356,11.821917808219178,2796.0,
dmytrodanylyk/circular-progress-button,5753,2014-06-07T12:58:48Z,3,39,3.9743589743589745,1.2820512820512822,25.333333333333332,1429.0,
dongjunkun/DropDownMenu,3567,2015-06-23T07:43:56Z,2,19,4.526315789473684,1.368421052631579,2.1578947368421053,513.0,
doocs/advanced-java,78923,2018-10-06T11:38:30Z,1,1,0.0,1.0,0.0,5.0,
doocs/leetcode,35857,2018-09-16T14:03:03Z,21,172,2.7325581395348837,1.005813953488372,0.436046511627907,4783.0,
doocs/source-code-hunter,23134,2019-10-28T01:35:10Z,0,1,0.0,1.0,0.0,5.0,
dreamhead/moco,4430,2012-10-18T09:09:51Z,1,584,5.847602739726027,1.5393835616438356,34.570205479452056,17905.0,
dromara/Sa-Token,18733,2020-02-03T10:34:29Z,39,770,4.684415584415585,1.2662337662337662,60.02077922077922,27997.0,
dromara/dynamic-tp,4762,2022-01-07T16:35:27Z,19,566,4.821554770318021,1.2862190812720848,17.742049469964666,18478.0,
dromara/hmily,4239,2017-09-28T06:29:01Z,0,877,5.413911060433295,1.2223489167616877,10.598631698973774,27535.0,
dromara/lamp-cloud,5737,2018-01-17T02:51:04Z,0,821,7.786845310596833,1.269183922046285,6.858708891595615,18977.0,
dromara/liteflow,3702,2020-03-25T16:49:22Z,0,1967,4.877478393492629,1.6761565836298933,15.241992882562277,42477.0,
dropbox/hackpad,3646,2015-08-14T02:32:17Z,0,619,5.088852988691438,1.8061389337641358,152.29886914378028,87731.0,
dropwizard/dropwizard,8597,2011-01-19T19:52:29Z,192,1380,6.0144927536231885,1.5195652173913043,18.884057971014492,39898.0,
dropwizard/metrics,7849,2010-02-26T19:44:42Z,142,732,5.53551912568306,1.3674863387978142,9.140710382513662,30088.0,
dtinit/data-transfer-project,3610,2018-01-04T21:27:57Z,61,934,6.934689507494647,1.253747323340471,6.87152034261242,34095.0,
dunwu/db-tutorial,5325,2017-08-08T06:33:38Z,0,209,5.205741626794258,1.1818181818181819,32.60765550239235,11203.0,
dyc87112/SpringBoot-Learning,15786,2016-08-21T03:39:06Z,0,269,4.4684014869888475,1.0260223048327137,1.4349442379182156,2813.0,
dyc87112/SpringCloud-Learning,7393,2016-08-21T03:39:52Z,0,314,5.8630573248407645,1.0445859872611465,28.554140127388536,13482.0,
eclipse-vertx/vert.x,14661,2011-06-17T14:54:55Z,0,2022,6.654797230464887,1.641938674579624,157.64193867457962,168206.0,
eirslett/frontend-maven-plugin,4356,2013-08-30T14:44:38Z,0,99,5.595959595959596,1.7272727272727273,7.05050505050505,3712.0,
elastic/logstash,14823,2010-11-18T01:31:50Z,241,933,5.420150053590568,1.6205787781350482,21.430868167202572,43865.0,
elunez/eladmin,21938,2018-12-14T08:54:24Z,1,282,8.01418439716312,1.1631205673758864,6.25886524822695,8070.0,
emanuele-f/PCAPdroid,3900,2020-01-06T18:11:27Z,68,253,9.359683794466402,1.5612648221343874,88.3913043478261,24126.0,
emilsjolander/StickyListHeaders,5479,2012-03-11T18:29:18Z,16,43,4.813953488372093,1.3953488372093024,3.9767441860465116,2112.0,
enso-org/enso,7430,2016-12-16T17:23:37Z,722,2749,6.4507093488541285,1.6573299381593307,36.565660240087304,129741.0,
ethanhua/Skeleton,3723,2017-07-30T06:42:39Z,0,33,3.727272727272727,1.2424242424242424,4.606060606060606,752.0,
etsy/AndroidStaggeredGrid,4764,2013-12-09T19:43:45Z,7,36,5.861111111111111,1.8611111111111112,155.88888888888889,4010.0,
eugenp/tutorials,37356,2013-04-29T18:26:36Z,0,24588,4.121929396453554,1.111233121848056,5.890231006995283,543883.0,
evant/gradle-retrolambda,5281,2013-08-05T02:09:58Z,37,25,4.6,1.04,2.16,623.0,
exadel-inc/CompreFace,7872,2020-07-06T08:29:43Z,11,333,7.852852852852853,1.6576576576576576,3.894894894894895,7766.0,
fabric8io/kubernetes-client,3641,2015-07-09T15:43:13Z,131,8015,21.91553337492202,1.1151590767311292,85.88933250155958,382653.0,
facebook/fresco,17158,2015-03-02T09:58:04Z,55,1001,6.602397602397603,1.4115884115884116,27.136863136863138,46487.0,
facebook/stetho,12695,2015-01-22T22:34:10Z,13,588,4.379251700680272,1.4234693877551021,7.496598639455782,19241.0,
facebookarchive/rebound,5403,2013-10-11T01:12:37Z,10,87,4.379310344827586,1.3218390804597702,34.93103448275862,4095.0,
facebookarchive/shimmer-android,5367,2015-02-27T22:25:22Z,5,7,8.571428571428571,1.8571428571428572,18.0,885.0,
failsafe-lib/failsafe,4308,2015-06-30T00:56:39Z,0,238,6.38655462184874,2.063025210084034,19.176470588235293,10026.0,
ffay/lanproxy,5856,2016-11-20T08:12:10Z,1,63,4.238095238095238,1.1904761904761905,8.206349206349206,2668.0,
fishercoder1534/Leetcode,3983,2016-07-31T05:28:15Z,0,5146,1.5516906335017489,1.0003886513797124,0.2876020209871745,140407.0,
florent37/MaterialViewPager,8103,2015-04-24T17:53:15Z,11,44,4.545454545454546,1.2954545454545454,9.386363636363637,1616.0,
flowable/flowable-engine,9171,2016-10-13T07:21:43Z,29,9171,6.537127903173046,1.6488932504634173,151.2326900010904,536423.0,
flutter-webrtc/flutter-webrtc,4453,2018-03-07T02:26:03Z,138,90,6.655555555555556,1.2222222222222223,40.0,8455.0,
flyway/flyway,9668,2012-12-14T18:43:22Z,292,750,5.918666666666667,1.4773333333333334,51.202666666666666,31728.0,
forezp/SpringCloudLearning,17960,2017-04-08T10:06:56Z,0,143,4.594405594405594,1.048951048951049,0.5944055944055944,1142.0,
freeok/so-novel,6508,2022-05-23T15:49:36Z,54,84,5.857142857142857,1.1785714285714286,3.107142857142857,3198.0,
freeplane/freeplane,4043,2012-09-13T08:55:51Z,58,4109,4.527378924312485,1.4925772694086152,45.905816500365056,195438.0,
frogermcs/InstaMaterial,4953,2014-11-10T18:56:49Z,1,80,4.7875,1.5375,9.9375,2223.0,
frohoff/ysoserial,8837,2015-01-28T07:13:55Z,1,120,5.458333333333333,1.3416666666666666,8.891666666666667,3851.0,
fuzhengwei/itstack-demo-design,6774,2020-05-20T13:45:30Z,0,215,2.144186046511628,1.1116279069767443,5.325581395348837,3979.0,
fuzhengwei/small-spring,4902,2021-05-15T06:07:28Z,0,368,3.255434782608696,1.252717391304348,10.701086956521738,9415.0,
fyhertz/libstreaming,3645,2013-01-30T21:24:47Z,0,89,3.5730337078651684,1.4157303370786516,23.292134831460675,6798.0,
gabrielemariotti/cardslib,4631,2013-09-20T21:57:19Z,27,811,5.901356350184956,2.177558569667078,18.620221948212084,32257.0,
gedoor/MyBookshelf,7625,2018-06-12T03:48:07Z,165,669,6.336322869955157,1.4693572496263079,58.66218236173393,48375.0,
geekxh/hello-algorithm,36062,2020-05-29T05:47:09Z,0,3,1.3333333333333333,1.0,1.0,58.0,
geoserver/geoserver,4315,2011-11-10T19:56:06Z,69,11631,7.494540452239704,1.810678359556358,42.50631931906113,701490.0,
gephi/gephi,6435,2011-10-22T03:14:46Z,19,2489,4.554841301727602,1.6709521896343913,29.455202892728003,135500.0,
getActivity/AndroidProject,6865,2018-10-23T10:30:55Z,18,367,7.931880108991826,2.2561307901907357,19.852861035422343,21674.0,
getActivity/Toaster,3483,2018-09-16T05:28:57Z,38,36,4.527777777777778,1.3333333333333333,38.638888888888886,1481.0,
getActivity/XXPermissions,6717,2018-06-15T14:31:29Z,75,161,7.422360248447205,1.670807453416149,105.30434782608695,8625.0,
gh0stkey/HaE,4138,2020-03-24T10:12:50Z,88,94,4.4361702127659575,1.702127659574468,12.904255319148936,5879.0,
go-lang-plugin-org/go-lang-idea-plugin,4540,2010-08-29T08:20:01Z,21,1132,8.181095406360424,2.0989399293286217,110.02915194346289,45363.0,
gocd/gocd,7386,2013-12-13T05:26:16Z,87,5280,7.514772727272727,1.263068181818182,34.496780303030306,257390.0,
goldze/MVVMHabit,7708,2017-07-21T10:38:40Z,3,319,3.58307210031348,1.2727272727272727,15.764890282131661,9110.0,
google/ExoPlayer,21926,2014-06-13T21:19:18Z,28,3281,7.539164888753429,1.2922889362999086,52.220054861322765,262348.0,
google/agera,7135,2015-12-17T13:22:58Z,16,290,6.327586206896552,1.2413793103448276,14.844827586206897,10897.0,
google/android-classyshark,7596,2015-10-12T13:40:48Z,17,212,3.169811320754717,1.278301886792453,10.25,8714.0,
google/auto,10555,2013-05-22T21:41:56Z,67,1149,4.121845082680592,1.7136640557006093,25.942558746736292,32458.0,
google/bundletool,3965,2018-05-04T07:24:09Z,65,882,9.450113378684808,1.2653061224489797,83.3219954648526,54884.0,
google/cameraview,4711,2016-08-04T05:22:14Z,0,72,4.833333333333333,1.2638888888888888,12.125,2983.0,
google/error-prone,7154,2014-08-21T23:26:50Z,65,3050,7.995409836065574,1.5518032786885245,27.23967213114754,106976.0,
google/google-authenticator,5329,2014-10-08T17:54:27Z,0,61,3.8852459016393444,1.6885245901639345,29.65573770491803,3935.0,
google/google-java-format,6107,2015-05-11T20:38:28Z,43,154,6.298701298701299,1.4610389610389611,87.97402597402598,12120.0,
google/grafika,6157,2013-12-19T18:36:53Z,1,103,6.407766990291262,1.7475728155339805,6.893203883495145,10035.0,
google/gson,24336,2015-03-19T18:21:20Z,12,1085,3.024884792626728,1.2847926267281107,20.725345622119814,34834.0,
google/guava,51518,2014-05-29T16:23:17Z,57,5974,4.2514228322731835,1.8719450954134582,51.432541011047874,250393.0,
google/guice,12735,2014-05-28T23:18:53Z,19,3886,3.807771487390633,1.3036541430777149,8.462171899125064,84793.0,
google/open-location-code,4308,2014-09-30T18:26:35Z,5,67,4.955223880597015,1.1791044776119404,4.552238805970149,2295.0,
google/physical-web,5974,2014-09-30T18:32:14Z,17,156,4.788461538461538,1.2884615384615385,26.71153846153846,7481.0,
google/rejoiner,3664,2017-12-06T19:09:53Z,3,131,6.6183206106870225,1.5725190839694656,4.923664122137405,3566.0,
google/tsunami-security-scanner,8561,2020-06-03T16:20:00Z,1,298,6.228187919463087,1.5268456375838926,15.120805369127517,9082.0,
googlemaps/android-maps-utils,3607,2013-05-17T00:08:48Z,63,218,7.013761467889908,1.6743119266055047,37.908256880733944,13946.0,
googlesamples/easypermissions,9892,2015-12-22T18:05:53Z,12,33,8.93939393939394,1.4848484848484849,12.212121212121213,1705.0,
googlesamples/mlkit,4175,2020-05-28T21:40:38Z,1,197,7.730964467005077,1.5279187817258884,9.527918781725889,10638.0,
grantland/android-autofittextview,4260,2011-02-14T06:00:52Z,1,8,5.375,1.375,40.75,470.0,
