repositorio,api,repeticao,tempo_ms,tamanho_bytes
mattpocock/skills,REST,4,260.114,5300
mattpocock/skills,REST,5,350.972,5300
mattpocock/skills,GraphQL,5,397.204,520
open-webui/open-webui,REST,1,357.651,6590
open-webui/open-webui,GraphQL,1,493.04,975
open-webui/open-webui,GraphQL,2,633.917,975
open-webui/open-webui,REST,2,358.718,6590
open-webui/open-webui,REST,3,326.564,6590
open-webui/open-webui,GraphQL,3,593.362,975
open-webui/open-webui,GraphQL,4,465.95,975
open-webui/open-webui,REST,4,325.351,6590
open-webui/open-webui,REST,5,401.188,6590
open-webui/open-webui,GraphQL,5,420.896,975
x1xhlol/system-prompts-and-models-of-ai-tools,REST,1,359.701,6980
x1xhlol/system-prompts-and-models-of-ai-tools,GraphQL,1,565.113,1393
x1xhlol/system-prompts-and-models-of-ai-tools,GraphQL,2,662.499,1393
x1xhlol/system-prompts-and-models-of-ai-tools,REST,2,361.4,6980
x1xhlol/system-prompts-and-models-of-ai-tools,REST,3,355.805,6980
x1xhlol/system-prompts-and-models-of-ai-tools,GraphQL,3,551.433,1393
x1xhlol/system-prompts-and-models-of-ai-tools,GraphQL,4,569.185,1393
x1xhlol/system-prompts-and-models-of-ai-tools,REST,4,280.356,6980
x1xhlol/system-prompts-and-models-of-ai-tools,REST,5,280.338,6980
x1xhlol/system-prompts-and-models-of-ai-tools,GraphQL,5,433.135,1393
ytdl-org/youtube-dl,REST,1,363.827,6459
ytdl-org/youtube-dl,GraphQL,1,354.285,589
ytdl-org/youtube-dl,GraphQL,2,362.093,589
ytdl-org/youtube-dl,REST,2,464.405,6459
ytdl-org/youtube-dl,REST,3,341.708,6459
ytdl-org/youtube-dl,GraphQL,3,476.597,589
ytdl-org/youtube-dl,GraphQL,4,359.33,589
ytdl-org/youtube-dl,REST,4,354.079,6459
ytdl-org/youtube-dl,REST,5,360.892,6459
ytdl-org/youtube-dl,GraphQL,5,351.526,589
yangshun/tech-interview-handbook,REST,1,383.647,6216
yangshun/tech-interview-handbook,GraphQL,1,544.556,987
yangshun/tech-interview-handbook,GraphQL,2,459.559,987
yangshun/tech-interview-handbook,REST,2,355.713,6216
yangshun/tech-interview-handbook,REST,3,358.227,6216
yangshun/tech-interview-handbook,GraphQL,3,561.035,987
yangshun/tech-interview-handbook,GraphQL,4,463.462,987
yangshun/tech-interview-handbook,REST,4,361.082,6216
yangshun/tech-interview-handbook,REST,5,275.505,6216
yangshun/tech-interview-handbook,GraphQL,5,448.46,987
vercel/next.js,REST,1,463.933,6259
vercel/next.js,GraphQL,1,456.302,924
vercel/next.js,GraphQL,2,565.719,924
vercel/next.js,REST,2,462.212,6259
vercel/next.js,REST,3,356.506,6259
vercel/next.js,GraphQL,3,675.268,924
vercel/next.js,GraphQL,4,497.297,924
vercel/next.js,REST,4,417.625,6259
vercel/next.js,REST,5,376.975,6259
vercel/next.js,GraphQL,5,747.83,924
langchain-ai/langchain,REST,1,358.347,6779
langchain-ai/langchain,GraphQL,1,555.421,1133
langchain-ai/langchain,GraphQL,2,490.369,1133
langchain-ai/langchain,REST,2,427.995,6779
langchain-ai/langchain,REST,3,454.56,6779
langchain-ai/langchain,GraphQL,3,686.491,1133
langchain-ai/langchain,GraphQL,4,544.487,1133
langchain-ai/langchain,REST,4,456.375,6779
langchain-ai/langchain,REST,5,352.879,6779
langchain-ai/langchain,GraphQL,5,573.77,1133
firecrawl/firecrawl,REST,1,460.674,6666
firecrawl/firecrawl,GraphQL,1,473.467,1163
firecrawl/firecrawl,GraphQL,2,487.839,1163
firecrawl/firecrawl,REST,2,339.296,6666
firecrawl/firecrawl,REST,3,337.071,6666
firecrawl/firecrawl,GraphQL,3,474.057,1163
firecrawl/firecrawl,GraphQL,4,489.324,1163
firecrawl/firecrawl,REST,4,416.648,6666
firecrawl/firecrawl,REST,5,357.611,6666
firecrawl/firecrawl,GraphQL,5,564.302,1163
microsoft/PowerToys,REST,1,427.949,6804
microsoft/PowerToys,GraphQL,1,565.177,971
microsoft/PowerToys,GraphQL,2,506.807,971
microsoft/PowerToys,REST,2,736.778,6804
microsoft/PowerToys,REST,3,442.6,6804
microsoft/PowerToys,GraphQL,3,766.875,971
microsoft/PowerToys,GraphQL,4,517.082,971
microsoft/PowerToys,REST,4,509.59,6804
microsoft/PowerToys,REST,5,392.233,6804
microsoft/PowerToys,GraphQL,5,541.107,971
golang/go,REST,1,417.896,6125
golang/go,GraphQL,1,410.394,628
golang/go,GraphQL,2,447.872,628
golang/go,REST,2,411.077,6125
golang/go,REST,3,498.426,6125
golang/go,GraphQL,3,468.846,628
golang/go,GraphQL,4,464.577,628
golang/go,REST,4,458.665,6125
golang/go,REST,5,386.465,6125
golang/go,GraphQL,5,472.096,628
labuladong/fucking-algorithm,REST,1,274.163,5828
labuladong/fucking-algorithm,GraphQL,1,501.163,829
labuladong/fucking-algorithm,GraphQL,2,645.828,829
labuladong/fucking-algorithm,REST,2,283.036,5828
labuladong/fucking-algorithm,REST,3,349.805,5828
labuladong/fucking-algorithm,GraphQL,3,381.965,829
labuladong/fucking-algorithm,GraphQL,4,370.684,829
labuladong/fucking-algorithm,REST,4,260.318,5828
labuladong/fucking-algorithm,REST,5,285.114,5828
labuladong/fucking-algorithm,GraphQL,5,443.988,829
anthropics/claude-code,REST,1,454.128,6863
anthropics/claude-code,GraphQL,1,332.009,736
anthropics/claude-code,GraphQL,2,490.582,736
anthropics/claude-code,REST,2,376.029,6863
anthropics/claude-code,REST,3,440.804,6863
anthropics/claude-code,GraphQL,3,455.663,736
anthropics/claude-code,GraphQL,4,470.112,736
anthropics/claude-code,REST,4,449.971,6863
anthropics/claude-code,REST,5,482.376,6863
anthropics/claude-code,GraphQL,5,419.015,736
Chalarangelo/30-seconds-of-code,REST,1,342.014,6174
Chalarangelo/30-seconds-of-code,GraphQL,1,429.185,968
Chalarangelo/30-seconds-of-code,GraphQL,2,593.73,968
Chalarangelo/30-seconds-of-code,REST,2,304.719,6174
Chalarangelo/30-seconds-of-code,REST,3,319.648,6174
Chalarangelo/30-seconds-of-code,GraphQL,3,562.914,968
Chalarangelo/30-seconds-of-code,GraphQL,4,559.141,968
Chalarangelo/30-seconds-of-code,REST,4,358.645,6174
Chalarangelo/30-seconds-of-code,REST,5,357.112,6174
Chalarangelo/30-seconds-of-code,GraphQL,5,524.646,968
iptv-org/iptv,REST,1,396.964,6221
iptv-org/iptv,GraphQL,1,424.9,701
iptv-org/iptv,GraphQL,2,372.042,701
iptv-org/iptv,REST,2,355.979,6221
iptv-org/iptv,REST,3,393.564,6221
iptv-org/iptv,GraphQL,3,443.06,701
iptv-org/iptv,GraphQL,4,464.965,701
iptv-org/iptv,REST,4,320.557,6221
iptv-org/iptv,REST,5,394.108,6221
iptv-org/iptv,GraphQL,5,456.199,701
krahets/hello-algo,REST,1,356.063,5599
krahets/hello-algo,GraphQL,1,462.463,1072
krahets/hello-algo,GraphQL,2,561.124,1072
krahets/hello-algo,REST,2,368.53,5599
krahets/hello-algo,REST,3,351.513,5599
krahets/hello-algo,GraphQL,3,433.553,1072
krahets/hello-algo,GraphQL,4,491.53,1072
krahets/hello-algo,REST,4,370.017,5599
krahets/hello-algo,REST,5,355.437,5599
krahets/hello-algo,GraphQL,5,455.425,1072
clash-verge-rev/clash-verge-rev,REST,1,314.855,7203
clash-verge-rev/clash-verge-rev,GraphQL,1,504.269,848
clash-verge-rev/clash-verge-rev,GraphQL,2,493.437,848
clash-verge-rev/clash-verge-rev,REST,2,427.658,7203
clash-verge-rev/clash-verge-rev,REST,3,340.825,7203
clash-verge-rev/clash-verge-rev,GraphQL,3,492.428,848
clash-verge-rev/clash-verge-rev,GraphQL,4,455.428,848
clash-verge-rev/clash-verge-rev,REST,4,352.425,7203
clash-verge-rev/clash-verge-rev,REST,5,344.813,7203
clash-verge-rev/clash-verge-rev,GraphQL,5,479.806,848
react/react-native,REST,1,413.411,6390
react/react-native,GraphQL,1,446.377,794
react/react-native,GraphQL,2,477.852,794
react/react-native,REST,2,634.05,6390
react/react-native,REST,3,490.537,6390
react/react-native,GraphQL,3,513.201,794
react/react-native,GraphQL,4,561.591,794
react/react-native,REST,4,379.494,6390
react/react-native,REST,5,383.126,6390
react/react-native,GraphQL,5,475.386,794
excalidraw/excalidraw,REST,1,396.397,6636
excalidraw/excalidraw,GraphQL,1,410.253,775
excalidraw/excalidraw,GraphQL,2,410.325,775
excalidraw/excalidraw,REST,2,365.181,6636
excalidraw/excalidraw,REST,3,364.475,6636
excalidraw/excalidraw,GraphQL,3,445.237,775
excalidraw/excalidraw,GraphQL,4,398.154,775
excalidraw/excalidraw,REST,4,334.552,6636
excalidraw/excalidraw,REST,5,322.079,6636
excalidraw/excalidraw,GraphQL,5,686.509,775
ripienaar/free-for-dev,REST,1,379.349,5479
ripienaar/free-for-dev,GraphQL,1,357.391,644
ripienaar/free-for-dev,GraphQL,2,411.788,644
ripienaar/free-for-dev,REST,2,410.125,5479
ripienaar/free-for-dev,REST,3,359.549,5479
ripienaar/free-for-dev,GraphQL,3,356.185,644
ripienaar/free-for-dev,GraphQL,4,310.292,644
ripienaar/free-for-dev,REST,4,267.158,5479
ripienaar/free-for-dev,REST,5,291.575,5479
ripienaar/free-for-dev,GraphQL,5,458.7,644
kubernetes/kubernetes,REST,1,377.827,6600
kubernetes/kubernetes,GraphQL,1,373.033,661
kubernetes/kubernetes,GraphQL,2,467.842,661
kubernetes/kubernetes,REST,2,381.796,6600
kubernetes/kubernetes,REST,3,400.568,6600
kubernetes/kubernetes,GraphQL,3,462.74,661
kubernetes/kubernetes,GraphQL,4,567.538,661
kubernetes/kubernetes,REST,4,462.108,6600
kubernetes/kubernetes,REST,5,447.785,6600
kubernetes/kubernetes,GraphQL,5,461.167,661
electron/electron,REST,1,505.953,6564
electron/electron,GraphQL,1,538.335,826
electron/electron,GraphQL,2,479.33,826
electron/electron,REST,2,390.555,6564
electron/electron,REST,3,437.863,6564
electron/electron,GraphQL,3,461.733,826
electron/electron,GraphQL,4,567.629,826
electron/electron,REST,4,386.352,6564
electron/electron,REST,5,429.983,6564
electron/electron,GraphQL,5,460.985,826
Comfy-Org/ComfyUI,REST,1,459.473,6417
Comfy-Org/ComfyUI,GraphQL,1,456.614,761
Comfy-Org/ComfyUI,GraphQL,2,432.059,761
Comfy-Org/ComfyUI,REST,2,368.266,6417
Comfy-Org/ComfyUI,REST,3,486.294,6417
Comfy-Org/ComfyUI,GraphQL,3,458.613,761
Comfy-Org/ComfyUI,GraphQL,4,388.35,761
Comfy-Org/ComfyUI,REST,4,428.473,6417
Comfy-Org/ComfyUI,REST,5,384.461,6417
Comfy-Org/ComfyUI,GraphQL,5,437.015,761
nodejs/node,REST,1,458.955,6037
nodejs/node,GraphQL,1,388.647,777
nodejs/node,GraphQL,2,410.841,777
nodejs/node,REST,2,391.417,6037
nodejs/node,REST,3,432.766,6037
nodejs/node,GraphQL,3,369.037,777
nodejs/node,GraphQL,4,466.31,777
nodejs/node,REST,4,463.919,6037
nodejs/node,REST,5,382.824,6037
nodejs/node,GraphQL,5,609.717,777
ggml-org/llama.cpp,REST,1,342.245,6271
ggml-org/llama.cpp,GraphQL,1,376.281,527
ggml-org/llama.cpp,GraphQL,2,461.603,527
ggml-org/llama.cpp,REST,2,359.418,6271
ggml-org/llama.cpp,REST,3,362.683,6271
ggml-org/llama.cpp,GraphQL,3,396.39,527
ggml-org/llama.cpp,GraphQL,4,413.857,527
ggml-org/llama.cpp,REST,4,351.186,6271
ggml-org/llama.cpp,REST,5,394.717,6271
ggml-org/llama.cpp,GraphQL,5,440.804,527
shadcn-ui/ui,REST,1,462.949,6262
shadcn-ui/ui,GraphQL,1,681.46,943
shadcn-ui/ui,GraphQL,2,457.322,943
shadcn-ui/ui,REST,2,651.966,6262
shadcn-ui/ui,REST,3,387.638,6262
shadcn-ui/ui,GraphQL,3,458.946,943
shadcn-ui/ui,GraphQL,4,534.72,943
shadcn-ui/ui,REST,4,390.514,6262
shadcn-ui/ui,REST,5,373.353,6262
shadcn-ui/ui,GraphQL,5,534.673,943
justjavac/free-programming-books-zh_CN,REST,1,299.352,6400
justjavac/free-programming-books-zh_CN,GraphQL,1,444.89,954
justjavac/free-programming-books-zh_CN,GraphQL,2,557.842,954
justjavac/free-programming-books-zh_CN,REST,2,361.516,6400
justjavac/free-programming-books-zh_CN,REST,3,394.746,6400
justjavac/free-programming-books-zh_CN,GraphQL,3,520.407,954
justjavac/free-programming-books-zh_CN,GraphQL,4,568.691,954
justjavac/free-programming-books-zh_CN,REST,4,313.51,6400
justjavac/free-programming-books-zh_CN,REST,5,285.32,6400
justjavac/free-programming-books-zh_CN,GraphQL,5,467.274,954
rustdesk/rustdesk,REST,1,284.451,5574
rustdesk/rustdesk,GraphQL,1,557.876,1135
rustdesk/rustdesk,GraphQL,2,570.471,1135
rustdesk/rustdesk,REST,2,291.008,5574
rustdesk/rustdesk,REST,3,273.391,5574
rustdesk/rustdesk,GraphQL,3,504.886,1135
rustdesk/rustdesk,GraphQL,4,493.179,1135
rustdesk/rustdesk,REST,4,328.674,5574
rustdesk/rustdesk,REST,5,364.943,5574
rustdesk/rustdesk,GraphQL,5,566.122,1135
Shubhamsaboo/awesome-llm-apps,REST,1,358.686,5935
Shubhamsaboo/awesome-llm-apps,GraphQL,1,473.012,687
Shubhamsaboo/awesome-llm-apps,GraphQL,2,445.66,687
Shubhamsaboo/awesome-llm-apps,REST,2,372.481,5935
Shubhamsaboo/awesome-llm-apps,REST,3,390.236,5935
Shubhamsaboo/awesome-llm-apps,GraphQL,3,422.192,687
Shubhamsaboo/awesome-llm-apps,GraphQL,4,343.435,687
Shubhamsaboo/awesome-llm-apps,REST,4,373.02,5935
Shubhamsaboo/awesome-llm-apps,REST,5,398.976,5935
Shubhamsaboo/awesome-llm-apps,GraphQL,5,425.534,687
msitarzewski/agency-agents,REST,1,362.404,5862
msitarzewski/agency-agents,GraphQL,1,561.352,691
msitarzewski/agency-agents,GraphQL,2,317.975,691
msitarzewski/agency-agents,REST,2,285.407,5862
msitarzewski/agency-agents,REST,3,371.334,5862
msitarzewski/agency-agents,GraphQL,3,362.989,691
msitarzewski/agency-agents,GraphQL,4,456.593,691
msitarzewski/agency-agents,REST,4,358.154,5862
msitarzewski/agency-agents,REST,5,365.769,5862
msitarzewski/agency-agents,GraphQL,5,461.074,691
github/spec-kit,REST,1,455.104,6478
github/spec-kit,GraphQL,1,412.622,762
github/spec-kit,GraphQL,2,502.005,762
github/spec-kit,REST,2,343.332,6478
github/spec-kit,REST,3,483.522,6478
github/spec-kit,GraphQL,3,404.876,762
github/spec-kit,GraphQL,4,412.12,762
github/spec-kit,REST,4,476.892,6478
github/spec-kit,REST,5,438.919,6478
github/spec-kit,GraphQL,5,461.58,762
Hack-with-Github/Awesome-Hacking,REST,1,447.558,7332
Hack-with-Github/Awesome-Hacking,GraphQL,1,487.555,855
Hack-with-Github/Awesome-Hacking,GraphQL,2,457.66,855
Hack-with-Github/Awesome-Hacking,REST,2,340.906,7332
Hack-with-Github/Awesome-Hacking,REST,3,459.911,7332
Hack-with-Github/Awesome-Hacking,GraphQL,3,558.486,855
Hack-with-Github/Awesome-Hacking,GraphQL,4,398.491,855
Hack-with-Github/Awesome-Hacking,REST,4,381.163,7332
Hack-with-Github/Awesome-Hacking,REST,5,387.571,7332
Hack-with-Github/Awesome-Hacking,GraphQL,5,379.823,855
rust-lang/rust,REST,1,500.646,6264
rust-lang/rust,GraphQL,1,457.879,639
rust-lang/rust,GraphQL,2,455.265,639
rust-lang/rust,REST,2,459.247,6264
rust-lang/rust,REST,3,381.436,6264
rust-lang/rust,GraphQL,3,384.902,639
rust-lang/rust,GraphQL,4,435.894,639
rust-lang/rust,REST,4,457.782,6264
rust-lang/rust,REST,5,442.294,6264
rust-lang/rust,GraphQL,5,388.243,639
garrytan/gstack,REST,1,357.29,5254
garrytan/gstack,GraphQL,1,363.951,606
garrytan/gstack,GraphQL,2,357.539,606
garrytan/gstack,REST,2,354.637,5254
garrytan/gstack,REST,3,373.744,5254
garrytan/gstack,GraphQL,3,330.739,606
garrytan/gstack,GraphQL,4,365.943,606
garrytan/gstack,REST,4,358.457,5254
garrytan/gstack,REST,5,329.279,5254
garrytan/gstack,GraphQL,5,384.691,606
mrdoob/three.js,REST,1,312.283,5270
mrdoob/three.js,GraphQL,1,492.099,859
mrdoob/three.js,GraphQL,2,408.836,859
mrdoob/three.js,REST,2,325.195,5270
mrdoob/three.js,REST,3,283.146,5270
mrdoob/three.js,GraphQL,3,536.085,859
mrdoob/three.js,GraphQL,4,462.911,859
mrdoob/three.js,REST,4,357.77,5270
mrdoob/three.js,REST,5,280.502,5270
mrdoob/three.js,GraphQL,5,545.22,859
d3/d3,REST,1,665.466,5727
d3/d3,GraphQL,1,460.22,731
d3/d3,GraphQL,2,456.691,731
d3/d3,REST,2,362.803,5727
d3/d3,REST,3,370.204,5727
d3/d3,GraphQL,3,371.357,731
d3/d3,GraphQL,4,419.406,731
d3/d3,REST,4,381.301,5727
d3/d3,REST,5,354.806,5727
d3/d3,GraphQL,5,362.782,731
godotengine/godot,REST,1,456.901,6479
godotengine/godot,GraphQL,1,465.404,770
godotengine/godot,GraphQL,2,453.897,770
godotengine/godot,REST,2,364.582,6479
godotengine/godot,REST,3,458.052,6479
godotengine/godot,GraphQL,3,659.612,770
godotengine/godot,GraphQL,4,465.619,770
godotengine/godot,REST,4,351.049,6479
godotengine/godot,REST,5,331.398,6479
godotengine/godot,GraphQL,5,392.933,770
microsoft/generative-ai-for-beginners,REST,1,460.552,7540
microsoft/generative-ai-for-beginners,GraphQL,1,568.821,991
microsoft/generative-ai-for-beginners,GraphQL,2,665.708,991
microsoft/generative-ai-for-beginners,REST,2,458.609,7540
microsoft/generative-ai-for-beginners,REST,3,398.588,7540
microsoft/generative-ai-for-beginners,GraphQL,3,526.177,991
microsoft/generative-ai-for-beginners,GraphQL,4,558.896,991
microsoft/generative-ai-for-beginners,REST,4,471.626,7540
microsoft/generative-ai-for-beginners,REST,5,430.163,7540
microsoft/generative-ai-for-beginners,GraphQL,5,668.185,991
2dust/v2rayN,REST,1,365.785,5199
2dust/v2rayN,GraphQL,1,522.278,866
2dust/v2rayN,GraphQL,2,497.735,866
2dust/v2rayN,REST,2,317.805,5199
2dust/v2rayN,REST,3,305.279,5199
2dust/v2rayN,GraphQL,3,394.26,866
2dust/v2rayN,GraphQL,4,523.63,866
2dust/v2rayN,REST,4,355.437,5199
2dust/v2rayN,REST,5,276.06,5199
2dust/v2rayN,GraphQL,5,442.114,866
microsoft/TypeScript,REST,1,616.385,6767
microsoft/TypeScript,GraphQL,1,551.539,716
microsoft/TypeScript,GraphQL,2,474.733,716
microsoft/TypeScript,REST,2,440.325,6767
microsoft/TypeScript,REST,3,469.479,6767
microsoft/TypeScript,GraphQL,3,559.881,716
microsoft/TypeScript,GraphQL,4,456.17,716
microsoft/TypeScript,REST,4,465.038,6767
microsoft/TypeScript,REST,5,454.235,6767
microsoft/TypeScript,GraphQL,5,460.713,716
axios/axios,REST,1,441.39,6045
axios/axios,GraphQL,1,460.266,691
axios/axios,GraphQL,2,455.064,691
axios/axios,REST,2,361.629,6045
axios/axios,REST,3,355.094,6045
axios/axios,GraphQL,3,463.627,691
axios/axios,GraphQL,4,458.696,691
axios/axios,REST,4,348.816,6045
axios/axios,REST,5,372.346,6045
axios/axios,GraphQL,5,456.157,691
GrowingGit/GitHub-Chinese-Top-Charts,REST,1,282.28,6190
GrowingGit/GitHub-Chinese-Top-Charts,GraphQL,1,383.221,625
GrowingGit/GitHub-Chinese-Top-Charts,GraphQL,2,355.766,625
GrowingGit/GitHub-Chinese-Top-Charts,REST,2,367.386,6190
GrowingGit/GitHub-Chinese-Top-Charts,REST,3,273.616,6190
GrowingGit/GitHub-Chinese-Top-Charts,GraphQL,3,396.483,625
GrowingGit/GitHub-Chinese-Top-Charts,GraphQL,4,389.852,625
GrowingGit/GitHub-Chinese-Top-Charts,REST,4,297.26,6190
GrowingGit/GitHub-Chinese-Top-Charts,REST,5,260.247,6190
GrowingGit/GitHub-Chinese-Top-Charts,GraphQL,5,419.842,625
tauri-apps/tauri,REST,1,415.642,6462
tauri-apps/tauri,GraphQL,1,386.23,797
tauri-apps/tauri,GraphQL,2,435.446,797
tauri-apps/tauri,REST,2,337.944,6462
tauri-apps/tauri,REST,3,293.727,6462
tauri-apps/tauri,GraphQL,3,437.114,797
tauri-apps/tauri,GraphQL,4,463.398,797
tauri-apps/tauri,REST,4,459.661,6462
tauri-apps/tauri,REST,5,360.237,6462
tauri-apps/tauri,GraphQL,5,357.272,797
fatedier/frp,REST,1,289.231,5209
fatedier/frp,GraphQL,1,519.2,833
fatedier/frp,GraphQL,2,458.835,833
fatedier/frp,REST,2,282.887,5209
fatedier/frp,REST,3,312.441,5209
fatedier/frp,GraphQL,3,414.334,833
fatedier/frp,GraphQL,4,497.577,833
fatedier/frp,REST,4,289.871,5209
fatedier/frp,REST,5,272.902,5209
fatedier/frp,GraphQL,5,540.921,833
papers-we-love/papers-we-love,REST,1,327.359,6945
papers-we-love/papers-we-love,GraphQL,1,496.347,763
papers-we-love/papers-we-love,GraphQL,2,371.837,763
papers-we-love/papers-we-love,REST,2,369.424,6945
papers-we-love/papers-we-love,REST,3,428.042,6945
papers-we-love/papers-we-love,GraphQL,3,451.184,763
papers-we-love/papers-we-love,GraphQL,4,466.091,763
papers-we-love/papers-we-love,REST,4,310.092,6945
papers-we-love/papers-we-love,REST,5,404.917,6945
papers-we-love/papers-we-love,GraphQL,5,455.158,763
denoland/deno,REST,1,364.547,6161
denoland/deno,GraphQL,1,460.286,636
denoland/deno,GraphQL,2,344.415,636
denoland/deno,REST,2,356.672,6161
denoland/deno,REST,3,387.37,6161
denoland/deno,GraphQL,3,447.042,636
denoland/deno,GraphQL,4,358.745,636
denoland/deno,REST,4,462.823,6161
denoland/deno,REST,5,358.589,6161
denoland/deno,GraphQL,5,389.519,636
farion1231/cc-switch,REST,1,273.477,5761
farion1231/cc-switch,GraphQL,1,431.229,1248
farion1231/cc-switch,GraphQL,2,487.147,1248
farion1231/cc-switch,REST,2,266.751,5761
farion1231/cc-switch,REST,3,319.728,5761
farion1231/cc-switch,GraphQL,3,559.491,1248
farion1231/cc-switch,GraphQL,4,492.677,1248
farion1231/cc-switch,REST,4,319.507,5761
farion1231/cc-switch,REST,5,358.223,5761
farion1231/cc-switch,GraphQL,5,459.816,1248
